# Y = found in the Evo2 organism file; N = not found.
# Multiple assembly IDs mean multiple Evo2 assemblies matched the same pathogen.
# Pathogen	Y/N	Assembly_IDs


Streptomyces spp.	Y	GCA_000415505.1;GCA_000470535.1;GCA_000514715.1;GCA_000696115.1;GCA_000715605.1;GCA_000715615.1;GCA_000715635.1;GCA_000715685.1;GCA_000716465.1;GCA_000717735.1;GCA_000719105.1;GCA_000719695.1;GCA_000720535.1;GCA_000720555.1;GCA_000720805.1;GCA_000720995.1;GCA_000721375.1;GCA_001418405.1;GCA_001550305.1;GCA_001704275.1;GCA_002027195.1;GCA_002154345.1;GCA_002154585.1;GCA_002155895.1;GCA_002355495.1;GCA_002551355.1;GCA_003248315.1;GCA_003268675.1;GCA_003674045.1;GCA_003719395.1;GCA_003725745.1;GCA_004010275.1;GCA_005405945.1;GCA_007858575.1;GCA_012396115.1;GCA_013361925.1;GCA_013362785.1;GCA_013364255.1;GCA_014204745.1;GCA_014647715.1;GCA_014649155.1;GCA_014649355.1;GCA_014649555.1;GCA_014649575.1;GCA_014650015.1;GCA_014650415.1;GCA_014650475.1;GCA_014651175.1;GCA_014655195.1;GCA_014656015.1;GCA_014656175.1;GCA_016432725.1;GCA_016893485.2;GCA_018114805.1;GCA_018195615.1;GCA_019510245.1;GCA_021502835.1;GCA_021568835.1;GCA_023614315.1;GCA_024349765.1;GCA_024519455.1;GCA_024584805.1;GCA_900105395.1;GCA_945865365.1;GCA_945884695.1;GCF_000009765.2;GCF_000091305.1;GCF_000147815.2;GCF_000154905.1;GCF_000158915.1;GCF_000158955.1;GCF_000177195.2;GCF_000213055.1;GCF_000220705.2;GCF_000225525.1;GCF_000262345.1;GCF_000280905.1;GCF_000317595.1;GCF_000331005.1;GCF_000349325.1;GCF_000367365.1;GCF_000373565.1;GCF_000373585.1;GCF_000373625.1;GCF_000373645.1;GCF_000376565.1;GCF_000381025.1;GCF_000383595.1;GCF_000383615.1;GCF_000414115.1;GCF_000429085.1;GCF_000444875.1;GCF_000478605.2;GCF_000497445.1;GCF_000612545.1;GCF_000716335.1;GCF_000716435.1;GCF_000716445.1;GCF_000716535.1;GCF_000716605.1;GCF_000716675.1;GCF_000716685.1;GCF_000716875.1;GCF_000717025.1;GCF_000717055.1;GCF_000717345.1;GCF_000717595.1;GCF_000717645.1;GCF_000717655.1;GCF_000717715.1;GCF_000717745.1;GCF_000717875.1;GCF_000717915.1;GCF_000717995.1;GCF_000718015.1;GCF_000718095.1;GCF_000718135.1;GCF_000718165.1;GCF_000718305.1;GCF_000718455.1;GCF_000718635.1;GCF_000718775.1;GCF_000718785.1;GCF_000718985.1;GCF_000719135.1;GCF_000719265.1;GCF_000719285.1;GCF_000719335.1;GCF_000719345.1;GCF_000719475.1;GCF_000719555.1;GCF_000719705.1;GCF_000719775.1;GCF_000719865.1;GCF_000719955.1;GCF_000720115.1;GCF_000720135.1;GCF_000720175.1;GCF_000720185.1;GCF_000720255.1;GCF_000720325.1;GCF_000720455.1;GCF_000720475.1;GCF_000720485.1;GCF_000720635.1;GCF_000720725.1;GCF_000720765.1;GCF_000720835.1;GCF_000721105.1;GCF_000721175.1;GCF_000721235.1;GCF_000721265.1;GCF_000721495.1;GCF_000721605.1;GCF_000721935.1;GCF_000725125.1;GCF_000725495.1;GCF_000725545.1;GCF_000725555.1;GCF_000725625.1;GCF_000725805.1;GCF_000725885.1;GCF_000761215.1;GCF_000772045.1;GCF_000802245.2;GCF_000805335.1;GCF_000818175.1;GCF_000818195.1;GCF_000829695.1;GCF_000830005.1;GCF_000931445.1;GCF_000935125.1;GCF_000961885.1;GCF_000966975.1;GCF_000968685.2;GCF_000972385.1;GCF_000974485.1;GCF_000974985.2;GCF_000980885.2;GCF_000981895.1;GCF_000993785.3;GCF_001005085.2;GCF_001005295.1;GCF_001008345.1;GCF_001013905.1;GCF_001044425.1;GCF_001083795.1;GCF_001184025.1;GCF_001187435.1;GCF_001267885.1;GCF_001270495.1;GCF_001278075.1;GCF_001279005.1;GCF_001279695.1;GCF_001279725.1;GCF_001279775.1;GCF_001280005.1;GCF_001280015.1;GCF_001280065.1;GCF_001280125.1;GCF_001282115.1;GCF_001293595.1;GCF_001294335.1;GCF_001417735.1;GCF_001417775.1;GCF_001418135.1;GCF_001418325.1;GCF_001418335.1;GCF_001418415.1;GCF_001418475.1;GCF_001418495.1;GCF_001418565.1;GCF_001418655.1;GCF_001419695.1;GCF_001419705.1;GCF_001419745.1;GCF_001419765.1;GCF_001419795.1;GCF_001426405.1;GCF_001426585.1;GCF_001428885.1;GCF_001445655.1;GCF_001484625.1;GCF_001493375.1;GCF_001507435.1;GCF_001509475.1;GCF_001509485.1;GCF_001509795.1;GCF_001513955.1;GCF_001513965.1;GCF_001513975.1;GCF_001514035.1;GCF_001514065.1;GCF_001514115.1;GCF_001514125.1;GCF_001514145.1;GCF_001514195.1;GCF_001514205.1;GCF_001514215.1;GCF_001514235.1;GCF_001514265.1;GCF_001514285.1;GCF_001514305.1;GCF_001542625.1;GCF_001550375.1;GCF_001553455.1;GCF_001590865.1;GCF_001611795.1;GCF_001625365.1;GCF_001636945.1;GCF_001642695.1;GCF_001642995.1;GCF_001646665.1;GCF_001653515.1;GCF_001654495.1;GCF_001685355.1;GCF_001687325.1;GCF_001700505.1;GCF_001700515.1;GCF_001704635.1;GCF_001715295.1;GCF_001723055.1;GCF_001735805.1;GCF_001746295.1;GCF_001746365.1;GCF_001746415.1;GCF_001746425.1;GCF_001748085.1;GCF_001751245.1;GCF_001751255.1;GCF_001751365.1;GCF_001865245.1;GCF_001866645.1;GCF_001866665.1;GCF_001896135.2;GCF_001905005.1;GCF_001905125.1;GCF_001905345.1;GCF_001905365.1;GCF_001905385.1;GCF_001905445.1;GCF_001905505.1;GCF_001905545.1;GCF_001905595.1;GCF_001905665.1;GCF_001905725.1;GCF_001905735.1;GCF_001905795.1;GCF_001905825.1;GCF_001905845.1;GCF_001905885.1;GCF_001905905.1;GCF_001906585.1;GCF_001941845.1;GCF_001953875.1;GCF_001953885.1;GCF_001984575.1;GCF_002005225.1;GCF_002005565.1;GCF_002009175.1;GCF_002019855.1;GCF_002028425.1;GCF_002078175.1;GCF_002078235.1;GCF_002080455.1;GCF_002082195.1;GCF_002114215.1;GCF_002148965.1;GCF_002150735.1;GCF_002154375.1;GCF_002154505.1;GCF_002154555.1;GCF_002154575.1;GCF_002154605.1;GCF_002155905.1;GCF_002155915.1;GCF_002192455.1;GCF_002214185.1;GCF_002217755.1;GCF_002224125.1;GCF_002237655.1;GCF_002242805.1;GCF_002291145.1;GCF_002300165.1;GCF_002300355.1;GCF_002382885.1;GCF_002551245.1;GCF_002556545.1;GCF_002794255.1;GCF_002803065.1;GCF_002803075.1;GCF_002803085.1;GCF_002803155.1;GCF_002803845.1;GCF_002843305.1;GCF_002847285.1;GCF_002891295.1;GCF_002891435.1;GCF_002899455.1;GCF_002910825.1;GCF_002910905.1;GCF_002910915.1;GCF_002911015.1;GCF_002920535.1;GCF_002920575.1;GCF_002920615.1;GCF_002920635.1;GCF_002939385.1;GCF_002939475.1;GCF_002941025.1;GCF_002946835.1;GCF_002953255.1;GCF_002954775.1;GCF_002982015.1;GCF_003024195.1;GCF_003032475.1;GCF_003054555.1;GCF_003074055.1;GCF_003097515.1;GCF_003112515.1;GCF_003112535.1;GCF_003112555.1;GCF_003112575.1;GCF_003112595.1;GCF_003121295.1;GCF_003122365.1;GCF_003143855.1;GCF_003143935.1;GCF_003144095.1;GCF_003148825.1;GCF_003205575.1;GCF_003236365.1;GCF_003248355.1;GCF_003259365.1;GCF_003261055.1;GCF_003270085.1;GCF_003287935.1;GCF_003311645.1;GCF_003323715.1;GCF_003323735.1;GCF_003324565.1;GCF_003325375.1;GCF_003330845.1;GCF_003344965.1;GCF_003346515.1;GCF_003355155.1;GCF_003369795.1;GCF_003389455.1;GCF_003391135.1;GCF_003429565.1;GCF_003443735.1;GCF_003501885.1;GCF_003574445.1;GCF_003610255.1;GCF_003610995.1;GCF_003626535.1;GCF_003626575.1;GCF_003626645.1;GCF_003627815.1;GCF_003665095.1;GCF_003665435.1;GCF_003671715.1;GCF_003675325.1;GCF_003688995.1;GCF_003696235.1;GCF_003751445.1;GCF_003814875.1;GCF_003846175.1;GCF_003846185.1;GCF_003851625.1;GCF_003865135.1;GCF_003932715.1;GCF_003933965.1;GCF_003945545.1;GCF_003947455.1;GCF_003949795.1;GCF_003950035.1;GCF_003955715.1;GCF_003963535.1;GCF_004005495.1;GCF_004023625.1;GCF_004028635.1;GCF_004117935.1;GCF_004122735.1;GCF_004124325.1;GCF_004125265.1;GCF_004127445.1;GCF_004151105.1;GCF_004187715.1;GCF_004193175.1;GCF_004217285.1;GCF_004305975.1;GCF_004348315.1;GCF_004348415.1;GCF_004353505.1;GCF_004364245.1;GCF_004365705.1;GCF_004684775.1;GCF_004684805.1;GCF_004784465.1;GCF_004784475.1;GCF_004795015.1;GCF_004795035.1;GCF_004795055.1;GCF_004795105.1;GCF_004795255.1;GCF_004803895.1;GCF_005048155.1;GCF_005222485.1;GCF_005280195.1;GCF_005405925.1;GCF_005517195.1;GCF_005519465.1;GCF_005768555.2;GCF_005795905.1;GCF_005981925.1;GCF_006088715.1;GCF_006335015.1;GCF_006335115.1;GCF_006539165.1;GCF_006539185.1;GCF_006539505.1;GCF_006540305.1;GCF_006715395.1;GCF_006715635.1;GCF_006715785.1;GCF_006782915.1;GCF_007050945.1;GCF_007096885.1;GCF_007097205.2;GCF_007176755.1;GCF_007280575.1;GCF_007595705.1;GCF_007655005.1;GCF_007679425.1;GCF_007827595.1;GCF_007829875.1;GCF_007829885.1;GCF_007856155.1;GCF_007896895.1;GCF_008042035.1;GCF_008042045.1;GCF_008042075.1;GCF_008042115.1;GCF_008042125.1;GCF_008042145.1;GCF_008042155.1;GCF_008042275.1;GCF_008120935.1;GCF_008271805.1;GCF_008312835.1;GCF_008369065.1;GCF_008386495.1;GCF_008632955.1;GCF_008634025.1;GCF_008639165.1;GCF_008642275.1;GCF_008642295.1;GCF_008642315.1;GCF_008642335.1;GCF_008642355.1;GCF_008704395.1;GCF_008704425.1;GCF_008704495.1;GCF_008704535.1;GCF_008704555.1;GCF_008704655.1;GCF_008704715.1;GCF_008704795.1;GCF_008704855.1;GCF_008704935.1;GCF_008704995.1;GCF_008705135.1;GCF_008806595.1;GCF_008905045.1;GCF_008973465.1;GCF_008974245.1;GCF_009184865.1;GCF_009296025.1;GCF_009377175.1;GCF_009377185.1;GCF_009377205.1;GCF_009377235.1;GCF_009498275.1;GCF_009569385.1;GCF_009600885.1;GCF_009604385.1;GCF_009604455.1;GCF_009650765.1;GCF_009709555.1;GCF_009709575.1;GCF_009735685.1;GCF_009739465.1;GCF_009739905.1;GCF_009755605.1;GCF_009769735.1;GCF_009796285.1;GCF_009811555.1;GCF_009811595.1;GCF_009811635.1;GCF_009832925.1;GCF_009834125.1;GCF_009852415.1;GCF_009857135.1;GCF_009862125.1;GCF_009862265.1;GCF_009863025.1;GCF_009865215.1;GCF_009865385.1;GCF_009865405.1;GCF_009870065.1;GCF_009908195.1;GCF_009916105.1;GCF_010384365.1;GCF_010548145.1;GCF_010548245.1;GCF_010548275.1;GCF_010548305.1;GCF_010548375.1;GCF_010548465.1;GCF_010548525.1;GCF_010550245.1;GCF_010550605.1;GCF_011008945.1;GCF_011044975.1;GCF_011044995.1;GCF_011045015.1;GCF_011045025.1;GCF_011045075.1;GCF_011170125.1;GCF_011193355.1;GCF_011421595.1;GCF_011694815.1;GCF_011766325.1;GCF_012033735.1;GCF_012033785.1;GCF_012034205.1;GCF_012034385.1;GCF_012034935.1;GCF_012273515.1;GCF_012273535.1;GCF_012273655.1;GCF_012726235.1;GCF_012726265.1;GCF_012927245.1;GCF_013030945.1;GCF_013044505.1;GCF_013055795.1;GCF_013085465.1;GCF_013167895.1;GCF_013302895.1;GCF_013362995.1;GCF_013364155.1;GCF_013364195.1;GCF_013387495.1;GCF_013401435.1;GCF_013450295.1;GCF_013778455.1;GCF_013870515.1;GCF_013870535.1;GCF_013870595.1;GCF_014083985.1;GCF_014141525.1;GCF_014141535.1;GCF_014156695.1;GCF_014202475.1;GCF_014203535.1;GCF_014203545.1;GCF_014203555.1;GCF_014203595.1;GCF_014203645.1;GCF_014203895.1;GCF_014205055.1;GCF_014205255.1;GCF_014207445.1;GCF_014216315.1;GCF_014257025.1;GCF_014295035.1;GCF_014451325.2;GCF_014489615.1;GCF_014489635.1;GCF_014493765.1;GCF_014495685.1;GCF_014534645.1;GCF_014596445.1;GCF_014596465.1;GCF_014596475.1;GCF_014596515.1;GCF_014596525.1;GCF_014596915.1;GCF_014621695.1;GCF_014645815.1;GCF_014645835.1;GCF_014645895.1;GCF_014646095.1;GCF_014646115.1;GCF_014646275.1;GCF_014646335.1;GCF_014647675.1;GCF_014647875.1;GCF_014647975.1;GCF_014648075.1;GCF_014648195.1;GCF_014648635.1;GCF_014648655.1;GCF_014648695.1;GCF_014648775.1;GCF_014648815.1;GCF_014648855.1;GCF_014648875.1;GCF_014648895.1;GCF_014648915.1;GCF_014648995.1;GCF_014649015.1;GCF_014649035.1;GCF_014649115.1;GCF_014649335.1;GCF_014649375.1;GCF_014649395.1;GCF_014649495.1;GCF_014649535.1;GCF_014649655.1;GCF_014649695.1;GCF_014649715.1;GCF_014649735.1;GCF_014649755.1;GCF_014649775.1;GCF_014649795.1;GCF_014649815.1;GCF_014649835.1;GCF_014649855.1;GCF_014649875.1;GCF_014649915.1;GCF_014649955.1;GCF_014649995.1;GCF_014650035.1;GCF_014650055.1;GCF_014650075.1;GCF_014650115.1;GCF_014650175.1;GCF_014650335.1;GCF_014650435.1;GCF_014650455.1;GCF_014650495.1;GCF_014650555.1;GCF_014650575.1;GCF_014650595.1;GCF_014650655.1;GCF_014650675.1;GCF_014650695.1;GCF_014650715.1;GCF_014650755.1;GCF_014650775.1;GCF_014650815.1;GCF_014650875.1;GCF_014650895.1;GCF_014650915.1;GCF_014650955.1;GCF_014650995.1;GCF_014651015.1;GCF_014651035.1;GCF_014651055.1;GCF_014651075.1;GCF_014651115.1;GCF_014651135.1;GCF_014651155.1;GCF_014654675.1;GCF_014654785.1;GCF_014654895.1;GCF_014654935.1;GCF_014655295.1;GCF_014655595.1;GCF_014655715.1;GCF_014656055.1;GCF_014656075.1;GCF_014656095.1;GCF_014656135.1;GCF_014656215.1;GCF_014656295.1;GCF_014673495.1;GCF_014779715.1;GCF_014873495.1;GCF_014905555.1;GCF_014930365.1;GCF_015160855.1;GCF_015160875.1;GCF_015163075.1;GCF_015712165.1;GCF_015910445.1;GCF_015999245.1;GCF_016031615.1;GCF_016103465.1;GCF_016107395.1;GCF_016482685.1;GCF_016598475.1;GCF_016598575.1;GCF_016598615.1;GCF_016612545.1;GCF_016654115.1;GCF_016741775.1;GCF_016741785.1;GCF_016741855.1;GCF_016741875.1;GCF_016741935.1;GCF_016745505.1;GCF_016755875.1;GCF_016756395.1;GCF_016804005.1;GCF_016860525.1;GCF_016860545.1;GCF_016901035.1;GCF_016905445.1;GCF_016909575.1;GCF_016917755.1;GCF_016919245.1;GCF_016921115.1;GCF_017114865.1;GCF_017315755.1;GCF_017349075.1;GCF_017353455.1;GCF_017377775.1;GCF_017427025.1;GCF_017526105.1;GCF_017614965.1;GCF_017639205.1;GCF_017676345.1;GCF_017676365.1;GCF_017676385.1;GCF_017813245.1;GCF_017874715.1;GCF_017876625.1;GCF_017916255.1;GCF_017948455.1;GCF_017948485.1;GCF_018069565.1;GCF_018069625.1;GCF_018070025.1;GCF_018070345.1;GCF_018070565.1;GCF_018101125.2;GCF_018128905.1;GCF_018138715.1;GCF_018327685.1;GCF_018604545.1;GCF_018614035.1;GCF_018614055.1;GCF_018614075.1;GCF_018614095.1;GCF_018614135.1;GCF_018614195.1;GCF_018614205.1;GCF_018614415.1;GCF_018614525.1;GCF_018614575.1;GCF_018614585.1;GCF_018614615.1;GCF_018619185.1;GCF_018638295.1;GCF_018866325.1;GCF_018883605.1;GCF_018927715.1;GCF_018982965.1;GCF_019049245.1;GCF_019049255.1;GCF_019049285.1;GCF_019049325.1;GCF_019090165.1;GCF_019104725.1;GCF_019219825.1;GCF_019303475.1;GCF_019303495.1;GCF_019399235.1;GCF_019400985.1;GCF_019599145.1;GCF_019710745.1;GCF_019774615.1;GCF_019857225.1;GCF_019880305.1;GCF_019890635.1;GCF_019890725.1;GCF_019933235.1;GCF_020010905.1;GCF_020026305.1;GCF_020037025.1;GCF_020099395.1;GCF_020103755.1;GCF_020176795.1;GCF_020181035.1;GCF_020400585.1;GCF_020400595.1;GCF_020400605.1;GCF_020400655.1;GCF_020400725.1;GCF_020400825.1;GCF_020404845.1;GCF_020410765.1;GCF_020532625.1;GCF_020532645.1;GCF_020564935.1;GCF_020616555.1;GCF_020639365.1;GCF_020740535.1;GCF_020740835.1;GCF_020740895.1;GCF_020819595.1;GCF_020873895.1;GCF_020873915.1;GCF_020982545.1;GCF_021173675.1;GCF_021216675.1;GCF_021228125.1;GCF_021261325.1;GCF_021390475.1;GCF_021390935.1;GCF_021462265.1;GCF_021462825.1;GCF_021474405.1;GCF_021474425.1;GCF_021538895.1;GCF_021545335.1;GCF_021556455.1;GCF_021696945.1;GCF_022271435.1;GCF_022347745.1;GCF_022385335.1;GCF_022414535.1;GCF_022414575.1;GCF_022414595.1;GCF_022513565.1;GCF_022524345.1;GCF_022614595.1;GCF_022647665.1;GCF_022695595.1;GCF_022695985.1;GCF_022698145.1;GCF_022698165.1;GCF_022808175.1;GCF_022815725.1;GCF_022846655.1;GCF_023072595.1;GCF_023072675.1;GCF_023155275.1;GCF_023184515.1;GCF_023218175.1;GCF_023277745.1;GCF_023498005.1;GCF_023515955.1;GCF_023516595.1;GCF_023516615.1;GCF_023534745.1;GCF_023544665.1;GCF_023614235.1;GCF_023630175.1;GCF_023701525.1;GCF_023701695.1;GCF_023703325.1;GCF_023887685.1;GCF_024213195.1;GCF_024213665.1;GCF_024295805.1;GCF_024298965.1;GCF_024435355.1;GCF_024436035.1;GCF_024448165.1;GCF_024497955.1;GCF_024505145.1;GCF_024519315.1;GCF_024539675.1;GCF_024539815.1;GCF_024611995.1;GCF_024612015.1;GCF_024612035.1;GCF_024701375.1;GCF_024753135.1;GCF_024756275.1;GCF_900090145.1;GCF_900091315.1;GCF_900091725.1;GCF_900091845.1;GCF_900091855.1;GCF_900091955.1;GCF_900091995.1;GCF_900100315.1;GCF_900103455.1;GCF_900103585.1;GCF_900104815.1;GCF_900105245.1;GCF_900105415.1;GCF_900105515.1;GCF_900105755.1;GCF_900110735.1;GCF_900110755.1;GCF_900111245.1;GCF_900112355.1;GCF_900114215.1;GCF_900116145.1;GCF_900116325.1;GCF_900119365.1;GCF_900129855.1;GCF_900187385.1;GCF_900199205.1;GCF_900230195.1;GCF_900236475.1;GCF_900290235.1;GCF_900460065.1;GCF_902506575.1;GCF_940670765.1
Stromatinia gladioli	N	
Taphrina deformans	N	
Taphrina spp.	N	
Thielaviopsis spp.	N	
Tobacco mosaic virus Â	N	
Tomato spotted wilt virus	N	
Trametes hirsuta	N	
Trametes versicolor	N	
Tranzschelia discolor	N	
Tristeza virus	N	
Uromyces phaseoli	N	
Ustilago maydis	N	
Venturia inaequalis	N	
Venturia pirina	N	
Verticillium albo-atrum	N	
Verticillium dahliae	N	
Verticillium spp.	N	
Wilsonomyces carpophilus	N	
X-disease	N	
Xanthamonas campestris	N	
Xanthamonas fragariae	N	
Xanthomonas campestris	Y	GCF_000007145.1;GCF_012848175.1;GCF_020784175.1
Xanthomonas spp.	Y	GCA_002240395.1;GCA_018262705.1;GCA_020693165.1;GCA_022749655.1;GCA_024498995.1;GCA_905142475.1;GCF_000007145.1;GCF_000331775.1;GCF_000454545.1;GCF_000772705.2;GCF_000802365.1;GCF_000963005.1;GCF_001010415.1;GCF_001013475.1;GCF_001043115.1;GCF_001304695.1;GCF_001423495.1;GCF_001423585.1;GCF_001642575.1;GCF_001660815.1;GCF_001908725.1;GCF_002846205.1;GCF_002939705.1;GCF_002939785.1;GCF_002939865.1;GCF_002939885.1;GCF_002939945.1;GCF_002939985.1;GCF_002940065.1;GCF_002940085.1;GCF_002940205.1;GCF_002940665.1;GCF_003353015.1;GCF_004136375.1;GCF_008119715.1;GCF_008801575.1;GCF_009192945.1;GCF_009769165.1;GCF_012848175.1;GCF_014197275.1;GCF_014199795.1;GCF_014206815.1;GCF_014236795.1;GCF_014851915.1;GCF_017163705.1;GCF_017163755.1;GCF_017603965.1;GCF_020783655.1;GCF_020784175.1;GCF_020880415.1;GCF_024266585.1;GCF_024339125.1;GCF_024806835.1;GCF_900018785.1;GCF_900092025.1;GCF_900183975.1;GCF_900476395.1
Xylella fastidiosa	Y	GCF_011801475.1
Zythia fragariae	N	
cherry leaf roll virus	N	
na	N	
